tweet,location
"#IndianPolitics

#AnandBhavan... Actually this building and its garden belongs to #Gandhi family... It had a history that ""Headquarters of #IndianNationalCongress"" during freedom struggle... And what we achieved we all the proof of living... This property was given to https://t.co/9XPJ9MZvGg",Jaipur
"@INCIndia Ground main utar k politics karo, social media pe Rona band karo",Mumbai
@ArvindKejriwal He is worst face of Indian politics. We need to get rid of such people.,Hyderabad
"A scandal of humongous proportion , has hit Indian PM modi and plunged domestic politics into turmoil . Public support for him is now in single digits &amp; calls for his resignation are getting louder by the day. https://t.co/rUpdvO8KjZ",Bengaluru
@peterrhague or even pakistan/indian politics. they could simply rejoin each other if they so wished to undo Britain's legacy - they won't because there's a reason we drew the line in the first place.,Chennai
"@narendramodi_in From Sports to Politics to Indian Army to the Oscars Indian women are leading from the front in diverse spheres. The achievements are proof of our progress and serve as a reminder that while there is still a long way to go, we are steadily making strides towards our goals.",Mumbai
"@Swamy39 Who cares? Why US is worried about Indian politics and judiciary? I think US should worry about their problems and resolve them rather than worrying about other countries…
Countries should start ignoring US comments and move on",Jaipur
"The fourth pillar of indian democracy(media) is completely  broken down, nothing left at all  they involved so so much in corrupt politics they completely forgot the people and their needs.....Now it's feels shame to even opening a news channel.
#GodiMedia 
@sudhirchaudhary",Bengaluru
"@nikamyogesh182 yes.. maharshtra is marathi land. people from every part of country live there, work there, did marathi has extinct in maharashtra?  NO.. why these southies are so scared? its nthing but political propaganda to stop North indian politics to grow in south which is mainly hinduism.",Delhi
"Election jeetna koi is Neta se seekhe.

The biggest fraud in the history of Indian politics. Desh ke emotions se khel gaya ye. and people are still blind, emotions cheez hi aisi hai.

Sab ne apna Ego attach kar liya hai is Neta se. Iske existence ko khud ka existence maanne lage…",Hyderabad
"In her interview Priyanka mentioned, she was being pushed into a corner in Bollywood.  She was not good at playing those games and was tired of the politics in Indian Cinema and needed a break. That's when she entered Hollywood.
.
.
.
.
.
 #PriyankaChopra  #Bollywood https://t.co/8icvVFnE8h",Pune
@VSGOfficeMBNR @VSrinivasGoud Please keep kids away for politics..,Chennai
@suchdevkarishma Congress ka kaam desho ko bigadna or kuch nahi...let's not give any importance to this gentle man..he is like ... bahadursha Jafar ..the last Mogul Empire..very soon he ll b out indian politics....🙏,Pune
"@ajitdatta These PIOs, NRI and Diaspora carry along with them India's domestic politics and have failed to gel with American culture and way of life.

Time is come to give them new label. Foreigner of Indian Looks - FIL",Pune
Former SAD MLA Jagbir Singh Brar joins AAP ahead of Jalandhar bypoll https://t.co/z9jjtcNxRY MLAs change party more than women change their clothing it’s becoming a joke in indian politics they just don’t want to give up the chair wants to create family dynasties,Kolkata
Instead of Indian Politics it could be great if US Senators and media focused on US education and kids with guns https://t.co/wb0z3UGeHT,Kolkata
Now @SimranjitSADA account has been banned in India. What kind of politics is the Indian government playing?The Indian government has closed the accounts of hundreds of Sikh faces who spoke for Punjab. What kind of thinking are you guarding? #PunjabUnderSiege #sikhempire https://t.co/tq5osf2HKg,Pune
"@TrollingWoke @YusraSAskari between the rulers and the ruled. If you are an Indian citizen you would very well know what I'm talking about. You might agree with the politics of the person you voted for, but would you take responsibility for the wrongdoings and corrupt activities? Will you be ready to...",Hyderabad
"Wow what a time to be alive. Indian media anchors sometimes punching further left than US media.

I still rarely watch politics anymore, not do to lack of interest, just it distracts from writing.

But will keep an eye on that show.",Bengaluru
@elonmusk @george__mack Indian Americans have the highest median income in the US. There's issues with H1 visas &amp; the immigration process is often 12+years. It's no wonder they gear toward liberal politics that promise quick citizenship- most remain loyal to their family including caste &amp; arranged…,Lucknow
"@jocalex8 @emamuzo_ @Oluomoofderby So, how is someone who is a British citizen with Indian background ruling UK can be compare to any of our own politics in Nigeria? .  I want to understand. 

How is it the same with any of our politics?",Delhi
@shotrite @neilHolliday66 @shashank_ssj @ANI What stake do US had in Indian politics? Who died and made them the Democracy Police of the world? USAhole pokes everywhere but their matter is internal matter.,Pune
"Indian National Congress : LIVE: Press Conference by Shri Ajay Maken in Jammu, J&amp;K. https://t.co/w3J1LROJBI : March 28, 2023 at 12:58PM",Jaipur
"State of Indian politics, judiciary, and what not...",Bengaluru
"@AdityaMenon22 @RanaAyyub Some propoganga people vie media wants to devide India, 
Indian muslims propoganda trying to divide Dalit and Sikhs 
This is just International politics to stop India's economy progress... 
@PMOIndia  @JPNadda @HMOIndia @ARanganathan72 @AtriNeeraj @AK_Aspire 
@PrafulVekaria  🇮🇳🙏",Ahmedabad
@thehawkeyex State of Indian politics...,Pune
"@republic Rahul Gandhi knew what he was doing and he intentionally invited foreign intervention in Indian politics. 
He is a habitual offender. Its high time @PMOIndia should start taking his anti national activities very seriously, he is very dangerous for safety and security of India",Bengaluru
The state of Indian politics 😞😞😑🤦🤦 https://t.co/ajk4YDEYqF,Delhi
"@rakhitripathi Truly reminds me of Munnavar Rana's words in current Indian hate politics... Patange'n bhi hairan ho gaee'n, Ab tou chhate'n bhi Hindu Musalman ho gayeen",Bengaluru
"@sukiyer18 I have twitted a more recent list, just now. There are 587 illegal occupants of government accommodation including 2 sitting and 9 former members of parliament.

There is not an iota of doubt that notice sent to RaGa is out of vengeance and Chaiwala’s customary dirty politics.",Jaipur
Do Adani’s woes matter for India’s clean energy transition? WPXI #IndianPolitics #PoliticsNews #IndiaNewsUpdates #IndianNews [Video] https://t.co/nELqfALeZx,Mumbai
Lol imagine PM Modi saying he moved to the US because Indian politics was dominated by dynasties. Kuch bhi matlab!?,Bengaluru
@kktotlani @SupriyaShrinate Means he is misfit for Indian politics.,Hyderabad
@satyenaiadmk Edappadyar is the ultimate unbeatable leader in Indian politics,Lucknow
@satyenaiadmk @Krishnavijay152 Edappadyar is the ultimate unbeatable leader in Indian politics..,Delhi
@ChrisVanHollen Please don’t interfere in Indian Judiciary and Indian politics. It is not PM modi decision. All are equal to Indian law. Plz preach to US govt as entire world seen what was done to Doland Trump Twitter account. How cheated in elections.,Hyderabad
@RoKhanna @narendramodi Please don’t interfere in Indian Judiciary and Indian politics. It is not PM modi decision. All are equal to Indian law.,Delhi
@ArvindKejriwal Greatest fraud and liar of Indian politics...,Mumbai
@USAndIndia @POTUS @VPIndia @SecPompeo @SecBlinken @vedantpatel90 United states of America has no business to tell anything about Indian politics.  don't interfere in India.  you can breakup with Indian people.  don't lecture on democracy.  you can recall your embassy staff. Indi,Pune
"#IndianPolitics

@RahulGandhi's reply letter to #Loksabha secretariat regarding vacate the house... He is the man of the hour...

And can #BJP government tell, how many ex MP's in houses allotted still there...!!! https://t.co/vV5hYDYteW",Lucknow
"@NSCBose9 @ashoswai I don't think Modi will be worried.

There is no place for anti Hindu politics in India. This is not about Modi, the mindset of Indian has been change.",Pune
@calvinrobinson How many white politicians are in jobs in Indian politics? Zero I would of thought!,Ahmedabad
@KapilSibal Petty politics for petty family. Their conscience has died.,Bengaluru
"@ANI There was time when Ashraf was MLA and Atiq was MP.

says a lot about Indian democracy and influence of criminals in Indian politics.",Chennai
"@GauthamMachaiah Relook by whom? A political party? Or a committee appointed by a political party?! 

Indian politics is all about winning elections. It's not about uplifting anyone.",Jaipur
"Biggest rally ever witnessed in Jaipur, Rajasthan by Doctors association!
 
#righttohealthbill  #breakingnews #indianpolitics #maharally #jaipur #jaipurdoctors #indianmedicalassociation #sms #privatehospitals #apctnews #rajasthan #protest #viral #narendramodi #ashokgehlot https://t.co/CWLNKT1cyJ",Lucknow
@Sumanta43482049 @AminaaKausar Is it necessary to bring religion in politics?,Hyderabad
@Awhadspeaks Kindly keep doing same social services and don't involve in politics. We need leader like Tata and you can follow same.,Hyderabad
"@republic us administration better keep away from Indian politics.this is new India.we respect only those who respect us.we givers , not takers.if US need any advice from us to deal with it's own problems we have instant solution.we will not tolerate any medling.",Delhi
@premex2008 @ANI Will they show the courtesy I doubt so the current BJP is fiercely determined to wipe out congress and Gandhi family from the face of Indian politics we the people are at the receiving end so sad that our nation is moving forward in this path,Jaipur
"@sardesairajdeep @PChidambaram_IN Rajdeep
People of india never ever support petty politics that too for a motor mouth who defame our country in every forum/stage in foreign land.

Joining hands with money extorting research company defaming indian business houses, indian economy making investors think twice.",Bengaluru
@republic It's really surprising what USA have to do in our Indian politics. Their days are gone to interfere in other nations politics. This is New Bharat. Think before speaking.,Kolkata
"@_pallavighosh @RahulGandhi we are following a Pakistani pattern of politics ,suppressing opponent hook or crook was never part of Indian political.
We only saw and heard this kind of political Vendetta from our neighbourhood eg: so and so politician was jailed, was forced to leave the nation, etc",Bengaluru
"@OrakzaiSaira Nope. Tested &amp; failed, a few times over, if you follow Indian politics. They've gotten over dynasts for better or worse.",Chennai
"@t_d_h_nair @DrSJaishankar Because of reservation and cast based politics and muslim appeasement, i will send my children away for m this country. I love this country but i see long term no future. Ethnic division of powder keg.",Delhi
@Swathireddytdp It remind me Jagan in every statement. Wondering how is this applicable to any other man than him. In the history of Indian politics YSJ is a unforgettable milestone of equality.,Delhi
"Please put emotions aside and vote 🗳️ responsibly. 
#indianpolitics
#india
#bjp
#narendramodi 
#politics
#modi 
#congress
#rahulgandhi
#amitshah
#bjpindia 
#ysjagan
#cbn
#tdp
#ysrcp
#kcr
#brs 
#janasena
#pawankalyan
#naralokesh 
#indiannationalcongress 
#ktr 
#election
#NRITDP https://t.co/UqMSZBCZ7u",Bengaluru
"The OBAMA @POTUS44 effect in British Politics:

1. UK Prime Minister @RishiSunak age 42, of Indian Origins

2. Scottish Leader @HumzaYousaf age 37 is of Pakistani Origins

3. Major of London Sadiq Khan age 52 @MayorofLondon, of Pakistani origins

Shiri yakabvuta rekeni paUK https://t.co/RHnq3ifrbI",Bengaluru
"@zoo_bear She is in politics &amp; invariably most politicians switch sides / parties in their life time.
They naturally change their views.

Your paid mission is to harm / malign #BJP &amp; #Hindus.
You will continue till BJP &amp; Hindus vanish from India or till your masters stop payments.",Jaipur
"@ashoswai If it was between Pakistan and India so, it was acceptable because we knew about Dirty Politics but since it become racism, if feel anger on Indian. Please being a human kind.",Delhi
@Qamarcheema That’s why you’re #DrOfStupidity to get involved in Indian politics,Lucknow
"For a Normal Citizen - No Qualification = No good job.

Why is this principle not applicable to the Politicians.

Why can't we have separate education degree for these politicians ?

#IndianPolitics #IndianCitizen #PoorTaxPayers
#BJP #Congress #Government",Ahmedabad
"While British multiculturalism should make us identity-politics driven subcons ashamed, do note the delcious irony - an Indian and Pakistani could be negotiating the partition of Britain!
Tx fr the pic fwd on WA @ndtv @BBC @DalrympleWill @madversity @sunny_hundal https://t.co/rZwBx5gjiN",Ahmedabad
@CNNnews18 @smritiirani This woman now holds the office for 8 years and the mp of amethi ? Why not they prove that looted money from amethi and put them in jail than simply barking !!! Shit woman of Indian politics !,Lucknow
"@vaiju7 When the local politicians in TN are playing petty politics with the Hindi card, Suriya makes a smart move identifying himself as a indian first. Vijay Sethupathi, Suriya etc all are proof that TN people are ok with 3-4 language policy. Learning Hindi is only a added advantage",Hyderabad
"Note on Indian politics

Removing Rahul Gandhi (defamation conviction) not best idea. His idiocy is the reason Modi has been smoothly winning. Congress has remained feudally factional.

Keep useful enemies on a pedestal.",Kolkata
@manojkrs29 The most corrupt leader ever seen in Indian politics....,Mumbai
"""Indian politics is a complex and dynamic landscape, with diverse opinions and ideologies. It's time for all parties to prioritize the welfare of the people above their own interests and work together towards a stronger, more inclusive New India.” 

#UnityInDiversity",Bengaluru
@republic Who cares. US should offer him citizenship and take him and use him in US politics.,Bengaluru
"`How Will Rahul Gandhi`s Disqualification Change Dynamics Of Indian Politics, 2024 Lok Sabha Polls?`: Smrit... - Zee News #Gandhi https://t.co/d8SZC5kLDs",Jaipur
@RanjitSavarkar persons like you should take an active part in Indian politics and contest elections. The only family that has benefited encashing freedom struggle is Nehru-Gandhi family who have exploited people and looted the country,Delhi
"@USAmbIndia Condemn US involvement in Indian Politics. Imran Khan Stand Proves correct Congress never allowed opposition Govts in 1980,1989&amp;1998 pulled it down.Motley Dynastyic group of democratic thieves joined together.People want  their better living  not of Political Dynasty.",Kolkata
"Your mission ""Nothing Impossible"" is moving fast and steady. AAP is the North Star of Indian politics. God seems to be having a separate plan for us and the masses.
@ArvindKejriwal @AamAadmiParty @AAPDelhi @AapKaGopalRai @SandeepPathak04",Delhi
"@SandeepPathak04 Your mission ""Nothing Impossible"" is moving fast and steady. AAP is the North Star of Indian politics. God seems to be having a separate plan for us and the masses.
@ArvindKejriwal @AamAadmiParty @AAPDelhi @AapKaGopalRai",Ahmedabad
"@Swamy39 You are the boss of Indian politics! No politician can ever dare to take panga with you. 

Combined Intellectual depth of current political leadership pales in comparison to your intellect.",Bengaluru
"I support everything costly and everything free.

Indian politics should be equal opportunity business for all. 

Kisi ko same cheez pe taaIi… kisi ko gaaIi… https://t.co/yygQbgyp29",Bengaluru
"@POTUS  Condemn Your State Dept involvement in Indian Politics. Imran Khan Charge against US stands Good. Congress never allowed opposition to rule for more than a Year. Pulled out Govts in 1980, 1989 &amp;1998. Is It Democracy?Condemn America Intervention&amp; Supporting Thieves.",Mumbai
"@KapilSibal Just because he belongs to the gandhi dynasty it doesn't make him above law. You very well know that yet you are playing dirty politics not just petty politics.
Rahul should have surrendered it on his own. That would have been decency.",Hyderabad
@dsgirish @HomeParkwest @Rahulsahu82 @RERAKarnataka @SPREINDIA @SPRE_Official @ShapoorjiP @CourtKarnataka @CMofKarnataka @Tejasvi_Surya @MoHUA_India @BBMPCOMM @KA_HomeBuyers @dineshgrao @Hines @JanLokayukta @power2lokayukta @TimesNow @cyrusmistrynews Look like @BBMPCOMM @BBMPAdmn @RERAKarnataka is living on breads thrown by @SPREINDIA what a shame on Indian Judicial System #Parkwest project or sad politics?,Kolkata
"Rajya Sabha MP Kapil Sibal took a swipe at the government over Congress leader Rahul Gandhi being asked to vacate his official bungalow, calling it “petty politics of petty men”
https://t.co/Zv9hYlpykW",Hyderabad
"@Petition_Group @toi @ie_mumbai @mygovindia @PMOIndia @AmitShahOffice @JPNadda @rajnathsingh @MPLodha @BJP4India @Devendra_Office @BJP4Maharashtra @ShelarAshish Eyes are useless if Mind is Blind, it is a nacked truth that Afghanistan is a Theocratic fundamentalists nation ruled by denying Human Rights, denying education to Girls, employment to women, mixing religion in politics. Thus Indian leadership should not help to such people, SOS?",Bengaluru
@MalathiA16 Edappadyar is the ultimate unbeatable leader in Indian politics..,Pune
"They nothing khow about indian politics and constitution they work just roboat control by someone else
@ianuragthakur
@INCIndia",Ahmedabad
@SmithHelmut I am writing a book on Knowledge of India and Nazi politics where I engage with scholars of Indology or Indian studies. This book might help. Thanks,Mumbai
@modiforever24 @myogiadityanath @HMOIndia @SudhanshuTrived @KapilMishra_IND @MOMAIndia @narendramodi @AmitShah @himantabiswa @pushkardhami @cmohry This is happening only because of appeasement done by opposition parties.I think Hindus too demand seperate land of them.Getting sick of Indian politics.,Kolkata
Internationalisation of Indian politics. https://t.co/YLEEkjctGl,Ahmedabad
@priyankac19 @vikramsampath @ThePrintIndia You not only change parties but also ideology …I think this is what new age professional politicians are 😀🤦‍♂️ …this back door entry in politics must be banned in india to avoid such professional fraud people in politics .,Delhi
@knrsivaraj80 Edappadyar is the ultimate unbeatable leader in Indian politics,Chennai
@sgurumurthy Even what is given in a platter is scattered and lost - the actual working class of Indians in the US are very much following Indian politics and are aware.,Pune
@MinnalMurali6 Edappadyar is the Ultimate unbeatable leader in Indian politics,Delhi
@CTR_Nirmalkumar Edappadyar is the ultimate unbeatable leader in Indian politics.... Edappadyar is for the people and by the People,Kolkata
RoKhannas grand father might have been Indian freedom fighter. But that does not give USA the right to interfere in our politics.,Hyderabad
@offcl_kumar Edappadyar is the ultimate unbeatable leader in Indian politics,Kolkata
"@BillyM2k On one hand world leaders , world politics , the risk of WW 3 
And on the other hand computers FINALLY getting a brain , spaceX on the verge of making humans interplanetary.

Your pick.
Pick the good news , you’ll realise the world isn’t ending - its ushering into a new era.",Pune
"@DerekJGrossman It's a perfectly acceptable statement. The case is with Indian Judiciary which is expected to be independent. Infact, @BJP4India is saying it all along that it's btwn @RahulGandhi &amp; courts, and has nothing to do with politics. @tanvi_madan @DeputySecState",Lucknow
"@AdilKhanAAP Dear Home minister, in India more then 50% of its population Is uneducated. You are ruling this country on their votes so please don’t insult indian population. If they can bring to power , then they can also remove you from power politics.jai Hind Group",Mumbai
@Starboy2079 @KMenon69 End of gandi congress in India will be the end of foreign intervention in Indian politics. No Indian opposition likes to bring in outside resources to help them win elections except congress because they are foreigners by nature and spirit.,Pune
"@smk_60 @_FaridKhan Being an Indian and a citizen of a neighboring country, we all Indians want Pakistan to develop as well, but the ulemas of Pakistani community do not want you(whole pakistanis') to think so.
 imran khan aisa hai par politics khagyi ussey bhi . rest u know better https://t.co/iOzKhvYmGF",Chennai
"The truth is, #RahulGandhi has emerged as the biggest hero of Indian politics! I want to thank my friend #NarendraModi for making Rahul Gandhi the biggest hero and thus uniting the opposition: #TMC MP @ShatruganSinha https://t.co/7nFpAAGdNk",Delhi
@okindresh @follow_vino @kunalb11 Top level politics is all together a different topic in Indian IT folks...,Hyderabad
"Rajiv Gandhi the 6th prime minister of India from 1984 to 1989.

#Thedal | #ThedalApp | #TeamApp | #Digital | #Politics | #PrimeMinister | #RajivGandhi | #India | #PrimeMinisterOfIndia | #YoungestPrimeMinister | #Congress | #Indian 

FOLLOW US: https://t.co/wBEU1D05d9 https://t.co/tHBnJOmnF0",Lucknow
"@ANI Look who's talking about democratic rights &amp; freedom of expression, where were freedom of expression when ur so called agency suspended Trump SM account, Preach what u practice don't get involve in Indian politics unless u want GOI to get involve in ur home politics",Hyderabad
"@kharge What proof do you have sir ? What is the real issue. SHOW me the proof. 

It is just that MODI have removed your relevance in Indian politics. People are not bothered about CONgress or opposition parties fighting MODI. MODI has given them what you guys never did",Chennai
Very good suggestion/demand. Full support to it. This corrupt Gandhi/Vadra family must be abolished from Indian politics.,Kolkata
"@Shivam_h9 @ANI How on earth you think Rahu Gandhi's security requirements is less thn Adavni n joshi ji ??? 

This is precisely is vendetta politics",Mumbai
Best govt. in the history of Indian politics.,Bengaluru
"Instead of giving a good professional ""gentlemanly"" fi👊ght to Modiji, opposition is doing comedyCircus😝

media, Xombiez n sickular Induz are all 5th graders....unfortunate allies helping oppos😁

Indian politics at an all time low.....
Once more, clean sweep for BJP ahead 🙏🏼🙏🏼",Bengaluru
i may not be a big ro khanna fan but he has been useful for the hindu/indian american community regardless of what he thinks about indian politics which i think he has to side with congress due to his grandfather being a gandhi family loyalist,Bengaluru
@SeharShinwari Its good to see you are very fascinating towards Indian politics rather taking interest of you own country's..,Lucknow
"@RahulGandhi Congress knows Modi is the only man who can it irrelevant in Indian politics. Defeat in 2024 is imminent and it will destroy Congress. Modi loves personal attack. So, you should focus on issues not linking everything to Modi. Learn from your mistakes.",Mumbai
"I can correlate today's Indian politics with latest Jaguar ad

Bhai saab lights lag rahey hain 

Opposition still feel Jaguar still deal with sanitarywares where Jaguar has diversified to Lights",Hyderabad
@PrezzVerde I have petted cubs of these beauties multiple times when I was in Africa.  We should have NEVER attempted to reintroduce them in our environment. African Cheetahs are anyway genetically different from their extinct Indian brethren. But fucking politics &amp; PR..😡,Pune
"Why you think so? We have less structures because of politics of 17,18,19,20 th century.
Post that look at ISRO, AIIMS, IIMs. We have many good Indian companies and many other things. Only prob is our politics is very GOTesque which limits people heavily.",Bengaluru
@Iyervval just added Indian tadka into american politics too.,Jaipur
"@BritSikhAsso And these khalistanis will see the outcome in  #2024Elections, waiting desperately to show all the THUGS in Bandhan the exit gate from Indian politics.",Mumbai
"@RoKhanna @lalitkjha dont u hv guts to say khalistani terrorist supporters.
Who r u to interefere in Indian politics?know ur role n shut ur gutter.",Mumbai
@Upper_Galilee In 12 years age she should be studying not doing politics... Israel 🇮🇱🇮🇱🇮🇱,Jaipur
"@singhsahana If ""politics without nonviolence"" is akin to ""cooking without fire"", as Srila Prabhupada says here, then he is essentially justifying naxalism. The bluntness is flawed as it refers to only a partial truth.",Jaipur
@republic It means that still there are some slaves of western countries in Indian politics.,Delhi
@MalikAshok As Dr Jaishankar recently said there is interference in Indian politics. To any neutral person it is clear this interference is biased &amp; suggests something is afoot in run up to 2024 elections probably driven by Soros &amp; politicians to whose campaign he contributes,Chennai
"@kharge @narendramodi Sir , they don't have any answers .
They did blunder in the history of Indian politics.",Jaipur
"Non payment of Covid Compensation, Failure To Vaccinate All Indian Violations Of Human Rights, Failure To Continue Vaccination Process, #AadhaarCard Mandatory Without Attachment To Bank Etc Without Law , Using Religion And Politics, CDS Violating Constitution",Jaipur
"‘How Would Rahul Gandhi’s Disqualification Alter the Dynamics of Indian Politics in the 2024 Lok Sabha Elections?’ Smriti Irani Responds to a Students Question https://t.co/BPSwIw16RX 
#RahulDisqualified #RahulGhandi #Rahul_Gandhi #Congress https://t.co/rMisXdetN4",Delhi
"It's guns.

It's social media.

It's mental health.

It's politics today.

It's Fox, MSNBC, CNN &amp; the rest too.

It's the hate that we model every single day.

It's all of the above.",Kolkata
@MAHESH79989822 @puneet_sahani Nobody ask for your advice. Why don’t you focus on South Indian politics man. You got nothing better to do than to focus on our tribe. Leave that to my brethren. I know Jats live rent free in your daddy Puneet’s head.,Kolkata
@t_d_h_nair @DrSJaishankar What are Italians doing in Indian politics??,Jaipur
"Netizens did not take kindly to the US state department's main deputy spokesperson Vedant Patel's statement after it went viral on social media platforms, calling it an attempt to interfere in Indian politics

https://t.co/Vy653vKmI6",Lucknow
The two stalwarts of indian politics.. ❤️❤️❤️❤️,Jaipur
"'How Will #RahulGandhi's Disqualification Change Dynamics Of #IndianPolitics, 2024 Lok Sabha Polls?': #SmritiIrani Responds https://t.co/65cXamzGi9 #WeRIndia https://t.co/5KLIVIqKkV",Kolkata
"@PriyankKharge @RahulGandhi 2g scam,bofors scam,common wealth scam,coal scam,vvip helicopter scan,kedarnath coffin scam now Congress scams will have mores pages than Oxford dictionary. Congress is speaking corruption is ridiculous.congress only the reason for corruption in Indian politics.",Delhi
@BagguBaggu @RAJUPAUNIKAR Yes he is one of the most simplest and humble guy in the Indian Politics with 0 hater,Pune
"@SunilMi65154911 @drshamamohd @SupriyaShrinate @RahulGandhi @INCIndia @amitmalviya  And you nailed it here. They always fall into the trap. Why ? Coz Congis no longer hv a locus standi in Indian politics. All those left in INC are just passing time n r happy defending Pappu's antics, ekse they r jobless. They hv reconciled long back.",Hyderabad
"@srinivasiyc @sudhirchaudhary @IYCLegalCell Rahul Gandhi is a face of arrogance, lire and most corrupt family in Indian politics.",Chennai
"..@StateDept spokesperson @VedantPatel46 answered in a press briefing that US is closely monitoring the domestic Indian politics post RaGa’s disqualification, the protests thereof &amp; now bungalow vacation notice . 

Shame on America",Bengaluru
@rajuparulekar Growing jealous in the Indian politics destroyed conscience and sensitive politics.,Chennai
@ANI Ruling party has turned the current political situation into a war. So whenever power changes i do not see any mercy would be shown.All the best Indian politics. It's time for People to remain sensible and stop being divided on the basis of religion and parties.,Jaipur
@KapilSibal Growing jealous in the Indian politics destroyed conscience and sensitive politics.,Kolkata
Once gandi congress evaporates from India we will be free of foreign involvement in our internal politics. We will then have a truly homogeneous home grown Indian opposition. There will certainly be difference of opinions but nothing for foreigners to chew on.,Pune
Interesting : Sab bol ke we say democracy is in danger #indianpolitics #Democracy #democracynotindanger,Kolkata
"@AlongImna You are amazing Sir.
We want to see you in national politics.",Delhi
@elonmusk please don’t comment on Indian politics.,Delhi
"@INCIndia Rahul Gandhi Ji, 🌹
                    honest &amp; intelligent
Great Leader of Indian politics",Pune
"Muslim League rally in Kerala, Muslim League is getting ready the send another Gandhi family member to Indian Parliament , apparently a political party named after a religion and invoking ""All@h"" Every few minutes will fight against communal politics https://t.co/KXcdGHpaxB",Hyderabad
"There’s often a lack of understanding in US and Europe about Indian politics, society and history: Dhruva Jaishankar https://t.co/apRPPIewP2",Ahmedabad
"Terrific step in indian politics
#ModiHaiTohMumkinHai #ModiSurname #RahulGandhiDisqualified #RahulGhandi https://t.co/FHRBvepi1k",Bengaluru
"‘How Will Rahul Gandhi’s Disqualification Change Dynamics Of Indian Politics, 2024 Lok Sabha Polls?’: Smriti Irani Responds https://t.co/eRuFAZQ5YO",Bengaluru
"Congress Party &amp; Gandhi family surrendered before BJP &amp; PM Modi.
They just want to get out of Indian politics that's why all these things are happening.
Or Victim Game being played. 
@RahulGandhi @INCIndia @BJP4India @narendramodi",Mumbai
"If ""politics without nonviolence"" is akin to ""cooking without fire"", as Srila Prabhupada says here, then he is essentially justifying naxalism. The bluntness is flawed as it refers to only a partial truth.",Kolkata
@nytimes Really using words  to give emotional angle without knowing Indian politics. Showing our PM as villian. What can we expect from US media.,Ahmedabad
"@KapilSibal This is legally correct and  constitutionally right then what is petty politics? infact, India  and Indian are watching  it very closely whoever are playing the major politics  - ultimately they all  will land up in the  docks afterer election of  2024 for sure  !",Kolkata
@KrArsenal_news @RdScouting I'm from India and I can tell you that India have so many football talents but for politics they didn't get their chances. If u have an interest in Indian football then watch West Bengal and Kerala state football growth I guarantee u will get suprise.,Lucknow
"So much happiness that everyone wants to go to Surat and garland the Honourable Judge, but cannot do so, has to be ""SEEN"" as well! #RahulGandhi chapter in Indian politics now closed! Act it or not, it your wish!",Ahmedabad
"@apun_bhgwan_he @Politics_2022_ Rajasthan yess...

Beyond Rajasthan... Sorry",Chennai
"@ANI People from the west trying so hard to get engage in Indian politics @StateDeputySpox who are u to comment on our internal matter.
Who gave u right to comment,why everyone sitting in west feels they are superior and interfere anywhere,when we never interfere in ur stupid politics",Ahmedabad
"Rahul Gandhi plan working perfectly

US  Govt directly involvement in Indian politics

btw Rahul Gandhi didn't appeal in higher Court",Ahmedabad
@prajwalmanipal There's no dearth for content in Indian politics! Kahan milega itna content,Bengaluru
@Politics_2022_ Agree but he now needs to focus on election campaign than invest time in a waking up a dead horse (large part of Indian population),Pune
@athimoolamias @thakkar_sameet In indian politics it’s normal to drag family members specially For Ghandy.,Delhi
@apun_bhgwan_he @Politics_2022_ Only in Gujjr belt of RAJASTHAN N SOME PART OF UP....,Lucknow
@velkumarss Market driven politics. He uses the management technique. IIM skill comes out. Nice to note new type of politics,Mumbai
@sri2tweet1 Indians in journalism &amp; politics of the West lo Max aithe Ila ne. Easiest to recruit an Indian origin person to speak against India's interests. Even Paki comedians never do that 🤦‍♀️,Chennai
@ANI Congress lost its ground now they are going to vanish from Indian politics for sure. 🤣🤣🤣🤣🤣🤣🤣🤣,Jaipur
@sumone_me @ArvindKejriwal is a curse to Indian politics,Kolkata
"Wondering where this commitment went when Donald Trump was suspended from Social Media?! 🤷🏽‍♂️
Don't interfere with US politics. That is internal issue. But Indian politics is world issue according to US govt.
@StateDeputySpox",Chennai
@timesofindia congressi are corrupt human . must be eliminated from indian politics and india,Jaipur
"@republic What is the major change in Indian politics in the past week.

The narration of opposition parties

Earlier it was said , All central agencies raid opposition parties to curtail their voice.

Now all raided parties join together to form opposition party.",Mumbai
@iamharmeetK Even  poor Cheetah couldn't tolerate Indian Jungle politics 🪷,Lucknow
"#Live at 8.15 AM IST with Delhi R @RAJAGOPALAN1951 AKA Scoop Raja on Rahul Gandhi's big move I Uddhav Thackeray cozying up to PM Narendra Modi? I New twist in Indian Politics? and more Scoops, do not miss it! https://t.co/OSBjI0Bh10",Lucknow
"@ShailRathore4 @PawanKu78984302 @_Sweet_Parul_ @Aarush_Juyal @sameerbackagain @PS_jiddi_ladki @Lovely92698976 @haniyaa75189788 @SeemaSheikh_17 @1riya123singh @Hisamud47588796 @imRaaz007 @akrathi21 @MahiDJi2Boss22 @RealShah12 @sanjay_boi71 @Sarafat23268239 @javed_S12 @VijayKatheriya7 @VinodKu51806624 @NadeemKachhi Best quote on indian society and politics . 

Good morning sir ji . https://t.co/5k92Up1LXG",Chennai
